,ad_id,city_id,market,date_posted,date_expired,price_per_sqm,price,rooms_num,category_name,subcategory_name,per_of_time,month_year
30694,62799729,26,secondary,2022-02-21,2022-02-22,7396.0,355000.0,3,Sale,Apartments,1,2022-02
30696,62891905,26,secondary,2022-03-18,2022-03-21,9244.0,514900.0,3,Sale,Apartments,3,2022-03
30700,62512419,1004,secondary,2021-11-21,2022-03-01,6261.0,180000.0,1,Sale,Apartments,100,2021-11
30701,62825259,26,secondary,2022-02-28,2022-03-30,11523.0,749000.0,5,Sale,Apartments,30,2022-02
30703,62223302,26,secondary,2021-08-30,2022-02-03,10543.0,390000.0,2,Sale,Apartments,157,2021-08
30708,62468942,26,secondary,2021-11-08,2022-03-16,52.0,2500.0,3,Rent,Apartments,128,2021-11
30709,62810973,26,secondary,2022-02-24,2022-03-28,13245.0,649000.0,3,Sale,Apartments,32,2022-02
30711,62203054,1004,secondary,2021-08-23,2022-03-31,47.0,1450.0,1,Rent,Apartments,220,2021-08
30712,62547406,26,secondary,2021-12-02,2022-03-17,59.0,1900.0,1,Rent,Apartments,105,2021-12
30713,62885258,26,secondary,2022-03-16,2022-03-17,15068.0,1100000.0,2,Sale,Apartments,1,2022-03
30715,62745161,26,secondary,2022-02-07,2022-03-15,79.0,3800.0,2,Rent,Apartments,36,2022-02
30716,62755529,1004,secondary,2022-02-10,2022-03-12,42.0,1500.0,1,Rent,Apartments,30,2022-02
30719,62803007,26,primary,2022-02-22,2022-03-24,12600.0,440370.0,2,Sale,Apartments,30,2022-02
30726,62742540,26,secondary,2022-02-07,2022-02-09,141.0,20000.0,3,Rent,Apartments,2,2022-02
30727,62764362,1004,primary,2022-02-12,2022-03-14,8246.0,345000.0,2,Sale,Apartments,30,2022-02
30733,62716906,26,secondary,2022-01-31,2022-03-02,110.0,6250.0,2,Rent,Apartments,30,2022-01
30734,62886374,26,secondary,2022-03-17,2022-03-17,9596.0,523000.0,2,Sale,Apartments,0,2022-03
30735,62800010,26,secondary,2022-02-21,2022-02-22,7052.0,245000.0,1,Sale,Apartments,1,2022-02
30737,62706008,26,secondary,2022-01-27,2022-02-24,48.0,5000.0,3,Rent,Apartments,28,2022-01
30738,62755057,26,secondary,2022-02-10,2022-03-12,62.0,1550.0,1,Rent,Apartments,30,2022-02
30739,62642004,26,secondary,2022-01-09,2022-02-08,55.0,2200.0,2,Rent,Apartments,30,2022-01
30740,62860027,26,secondary,2022-03-09,2022-03-14,164.0,10000.0,2,Rent,Apartments,5,2022-03
30742,62799244,26,secondary,2022-02-21,2022-03-18,8333.0,875000.0,3,Sale,Apartments,25,2022-02
30745,61962900,26,primary,2021-06-15,2022-02-09,18195.0,927922.0,2,Sale,Apartments,239,2021-06
30746,62608604,1004,secondary,2021-12-26,2022-02-24,7157.0,454900.0,3,Sale,Apartments,60,2021-12
30749,62710365,26,secondary,2022-01-28,2022-02-18,12838.0,950000.0,3,Sale,Apartments,21,2022-01
30751,62680735,1004,primary,2022-01-20,2022-02-24,7476.0,445000.0,4,Sale,Apartments,35,2022-01
30753,62590082,26,secondary,2021-12-16,2022-02-01,17195.0,450000.0,1,Sale,Apartments,47,2021-12
30754,62611117,26,primary,2021-12-27,2022-02-09,11555.0,682000.0,3,Sale,Apartments,44,2021-12
30755,62543890,26,primary,2021-12-01,2022-03-16,13180.0,400000.0,1,Sale,Apartments,105,2021-12
30756,62808362,1004,secondary,2022-02-23,2022-03-07,6941.0,260000.0,2,Sale,Apartments,12,2022-02
30757,62731383,26,secondary,2022-02-03,2022-03-17,12573.0,414900.0,1,Sale,Apartments,42,2022-02
30761,62896663,26,secondary,2022-03-19,2022-03-23,18.0,1100.0,2,Rent,Apartments,4,2022-03
30769,62782996,26,secondary,2022-02-17,2022-03-12,66.0,1900.0,1,Rent,Apartments,23,2022-02
30770,62636127,26,secondary,2022-01-06,2022-02-05,43.0,1700.0,2,Rent,Apartments,30,2022-01
30771,62718455,26,secondary,2022-01-31,2022-02-10,52.0,4400.0,3,Rent,Apartments,10,2022-01
30773,62594193,26,secondary,2021-12-18,2022-02-16,79.0,5500.0,2,Rent,Apartments,60,2021-12
30774,62863016,26,primary,2022-03-10,2022-03-24,14240.0,487000.0,1,Sale,Apartments,14,2022-03
30776,62385707,1004,secondary,2021-10-14,2022-02-12,3996.0,113900.0,2,Sale,Apartments,121,2021-10
30778,62724691,26,secondary,2022-02-01,2022-03-03,21359.0,1100000.0,2,Sale,Apartments,30,2022-02
30779,62890431,26,secondary,2022-03-17,2022-03-23,15000.0,480000.0,1,Sale,Apartments,6,2022-03
30780,62625634,26,secondary,2022-01-03,2022-02-02,9592.0,940000.0,4,Sale,Apartments,30,2022-01
30781,62626755,26,secondary,2022-01-04,2022-02-14,67.0,4000.0,3,Rent,Apartments,41,2022-01
30782,62682786,26,secondary,2022-01-20,2022-02-17,16619.0,1745000.0,4,Sale,Apartments,28,2022-01
30783,62736063,26,secondary,2022-02-04,2022-03-01,12367.0,321531.0,1,Sale,Apartments,25,2022-02
30785,62429491,26,secondary,2021-10-26,2022-02-25,11980.0,599000.0,3,Sale,Apartments,122,2021-10
30787,62721008,26,secondary,2022-02-01,2022-03-03,41.0,2500.0,3,Rent,Apartments,30,2022-02
30788,62801074,26,secondary,2022-02-21,2022-03-18,17656.0,565000.0,2,Sale,Apartments,25,2022-02
30789,62588569,26,secondary,2021-12-16,2022-02-25,10893.0,609999.0,3,Sale,Apartments,71,2021-12
30790,62704382,26,secondary,2022-01-27,2022-02-14,15609.0,969000.0,3,Sale,Apartments,18,2022-01
30793,62869481,26,primary,2022-03-12,2022-03-28,8843.0,561500.0,3,Sale,Apartments,16,2022-03
30798,62071372,26,primary,2021-07-15,2022-03-18,11500.0,442405.0,2,Sale,Apartments,246,2021-07
30803,62822276,26,secondary,2022-02-28,2022-03-07,72.0,3600.0,2,Rent,Apartments,7,2022-02
30807,62341039,26,secondary,2021-10-01,2022-02-04,13997.0,540000.0,1,Sale,Apartments,126,2021-10
30809,62430487,26,primary,2021-10-26,2022-02-26,15500.0,498635.0,2,Sale,Apartments,123,2021-10
30810,62555850,26,secondary,2021-12-06,2022-03-01,62.0,6800.0,4,Rent,Apartments,85,2021-12
30811,62558016,26,secondary,2021-12-06,2022-02-17,53.0,2000.0,2,Rent,Apartments,73,2021-12
30812,62745263,26,secondary,2022-02-07,2022-03-07,63.0,2500.0,2,Rent,Apartments,28,2022-02
30813,62754992,26,secondary,2022-02-10,2022-02-16,36.0,1999.0,3,Rent,Apartments,6,2022-02
30814,62815674,1004,secondary,2022-02-25,2022-03-07,8381.0,369000.0,2,Sale,Apartments,10,2022-02
30816,62825642,26,secondary,2022-02-28,2022-03-30,51.0,2100.0,2,Rent,Apartments,30,2022-02
30817,62788675,26,primary,2022-02-18,2022-03-20,12638.0,782431.0,3,Sale,Apartments,30,2022-02
30820,62713895,26,secondary,2022-01-30,2022-03-01,55.0,2100.0,2,Rent,Apartments,30,2022-01
30823,62820573,26,secondary,2022-02-27,2022-03-29,14346.0,849000.0,3,Sale,Apartments,30,2022-02
30826,62682265,26,secondary,2022-01-20,2022-02-19,41.0,1400.0,1,Rent,Apartments,30,2022-01
30829,62691469,26,secondary,2022-01-24,2022-02-21,10490.0,599000.0,3,Sale,Apartments,28,2022-01
30833,62708250,26,secondary,2022-01-28,2022-02-19,12895.0,490000.0,2,Sale,Apartments,22,2022-01
30834,62751251,26,secondary,2022-02-09,2022-02-14,12977.0,510000.0,2,Sale,Apartments,5,2022-02
30841,62674470,26,secondary,2022-01-18,2022-03-19,16731.0,435000.0,1,Sale,Apartments,60,2022-01
30845,62304762,26,secondary,2021-09-21,2022-03-05,52.0,3384.0,3,Rent,Apartments,165,2021-09
30852,62673899,1004,secondary,2022-01-18,2022-02-03,54.0,1900.0,2,Rent,Apartments,16,2022-01
30853,62760500,26,secondary,2022-02-11,2022-03-13,66.0,2500.0,2,Rent,Apartments,30,2022-02
30855,62328406,26,secondary,2021-09-28,2022-02-15,10600.0,487600.0,2,Sale,Apartments,140,2021-09
30856,62792469,26,secondary,2022-02-19,2022-02-28,7981.0,830000.0,4,Sale,Apartments,9,2022-02
30857,62658064,26,secondary,2022-01-13,2022-02-15,9884.0,599000.0,3,Sale,Apartments,33,2022-01
30860,62433077,26,secondary,2021-10-27,2022-02-19,11053.0,420000.0,1,Sale,Apartments,115,2021-10
30861,62680998,26,secondary,2022-01-20,2022-02-01,11800.0,590000.0,3,Sale,Apartments,12,2022-01
30865,61748241,26,secondary,2021-04-17,2022-03-24,10127.0,799000.0,3,Sale,Apartments,341,2021-04
30866,62788408,26,secondary,2022-02-18,2022-02-21,82.0,14000.0,4,Rent,Apartments,3,2022-02
30869,62659507,26,secondary,2022-01-14,2022-02-08,81.0,5500.0,3,Rent,Apartments,25,2022-01
30873,62616205,1004,secondary,2021-12-29,2022-02-27,8758.0,449000.0,3,Sale,Apartments,60,2021-12
30876,62639793,26,secondary,2022-01-08,2022-02-07,31.0,2200.0,3,Rent,Apartments,30,2022-01
30877,62679139,26,secondary,2022-01-19,2022-03-14,28942.0,2900000.0,4,Sale,Apartments,54,2022-01
30878,62768198,26,secondary,2022-02-14,2022-02-23,21097.0,700000.0,2,Sale,Apartments,9,2022-02
30880,62794594,1004,primary,2022-02-20,2022-03-22,9102.0,273056.0,2,Sale,Apartments,30,2022-02
30881,62625109,26,secondary,2022-01-03,2022-02-01,58.0,5830.0,3,Rent,Apartments,29,2022-01
30882,62677831,26,secondary,2022-01-19,2022-02-18,15476.0,650000.0,2,Sale,Apartments,30,2022-01
30883,62701962,26,secondary,2022-01-26,2022-02-25,39.0,2000.0,2,Rent,Apartments,30,2022-01
30889,62726031,26,secondary,2022-02-02,2022-02-18,11287.0,530500.0,3,Sale,Apartments,16,2022-02
30890,62378633,26,secondary,2021-10-12,2022-02-03,13846.0,450000.0,2,Sale,Apartments,114,2021-10
30891,62790653,26,secondary,2022-02-18,2022-03-03,60.0,7000.0,4,Rent,Apartments,13,2022-02
30894,62740193,26,primary,2022-02-06,2022-03-08,8611.0,692590.0,4,Sale,Apartments,30,2022-02
30895,62785083,26,secondary,2022-02-17,2022-02-26,10106.0,475000.0,3,Sale,Apartments,9,2022-02
30899,62787701,1004,secondary,2022-02-18,2022-03-13,68.0,3000.0,2,Rent,Apartments,23,2022-02
30901,62816729,26,primary,2022-02-25,2022-03-25,12960.0,694900.0,3,Sale,Apartments,28,2022-02
30903,62724053,1004,secondary,2022-02-01,2022-03-03,6850.0,273988.0,2,Sale,Apartments,30,2022-02
30905,62709883,26,secondary,2022-01-28,2022-02-27,10234.0,420000.0,2,Sale,Apartments,30,2022-01
30909,62617123,26,primary,2021-12-30,2022-02-24,10231.0,648650.0,4,Sale,Apartments,56,2021-12
30910,62823533,26,secondary,2022-02-28,2022-03-18,15789.0,300000.0,1,Sale,Apartments,18,2022-02
30911,62626051,26,primary,2022-01-03,2022-03-10,19718.0,1340820.0,3,Sale,Apartments,66,2022-01
30912,62670416,26,primary,2022-01-17,2022-02-28,12710.0,370000.0,2,Sale,Apartments,42,2022-01
30914,62159817,26,secondary,2021-08-10,2022-02-14,59.0,2700.0,2,Rent,Apartments,188,2021-08
30915,62671060,26,secondary,2022-01-17,2022-03-02,39091.0,6450000.0,4,Sale,Apartments,44,2022-01
30919,62864769,26,secondary,2022-03-11,2022-03-22,13634.0,520000.0,2,Sale,Apartments,11,2022-03
30921,61734414,26,primary,2021-04-14,2022-02-11,16000.0,406080.0,1,Sale,Apartments,303,2021-04
30922,62396340,1004,secondary,2021-10-17,2022-03-07,8306.0,299000.0,2,Sale,Apartments,141,2021-10
30923,62766163,26,secondary,2022-02-13,2022-03-15,46.0,2700.0,2,Rent,Apartments,30,2022-02
30924,62677351,26,secondary,2022-01-19,2022-03-20,44.0,2000.0,2,Rent,Apartments,60,2022-01
30926,62641484,26,secondary,2022-01-09,2022-03-31,10517.0,915000.0,4,Sale,Apartments,81,2022-01
30928,62450692,26,secondary,2021-11-02,2022-02-01,12128.0,570000.0,3,Sale,Apartments,91,2021-11
30930,62724774,26,secondary,2022-02-01,2022-03-17,56.0,4500.0,3,Rent,Apartments,44,2022-02
30931,62759080,26,secondary,2022-02-10,2022-03-16,100.0,6700.0,3,Rent,Apartments,34,2022-02
30932,62655439,26,primary,2022-01-13,2022-02-12,8470.0,498460.0,3,Sale,Apartments,30,2022-01
30933,61768206,1004,secondary,2021-04-22,2022-03-01,43.0,2500.0,3,Rent,Apartments,313,2021-04
30934,62263132,1004,secondary,2021-09-09,2022-03-08,27.0,800.0,2,Rent,Apartments,180,2021-09
30936,62657931,26,secondary,2022-01-13,2022-03-08,11416.0,450000.0,2,Sale,Apartments,54,2022-01
30937,62807334,26,secondary,2022-02-23,2022-03-23,71.0,1700.0,1,Rent,Apartments,28,2022-02
30941,62628682,26,secondary,2022-01-04,2022-02-03,14615.0,950000.0,3,Sale,Apartments,30,2022-01
30942,62706796,26,secondary,2022-01-27,2022-03-14,15385.0,1200000.0,3,Sale,Apartments,46,2022-01
30943,62723704,26,secondary,2022-02-01,2022-02-13,50.0,3500.0,3,Rent,Apartments,12,2022-02
30946,62447666,1004,secondary,2021-11-02,2022-02-20,5199.0,435760.0,3,Sale,Apartments,110,2021-11
30947,62705123,26,secondary,2022-01-27,2022-03-15,71.0,2000.0,1,Rent,Apartments,47,2022-01
30951,62350668,26,secondary,2021-10-04,2022-03-13,56.0,1800.0,2,Rent,Apartments,160,2021-10
30952,62613268,26,secondary,2021-12-28,2022-02-28,12224.0,599000.0,3,Sale,Apartments,62,2021-12
30954,62682103,1004,secondary,2022-01-20,2022-03-14,41.0,5500.0,3,Rent,Apartments,53,2022-01
30955,62732515,1004,primary,2022-02-03,2022-02-28,7715.0,457267.0,4,Sale,Apartments,25,2022-02
30956,62821033,26,secondary,2022-02-27,2022-03-30,52.0,3500.0,3,Rent,Apartments,31,2022-02
30957,62694366,26,secondary,2022-01-24,2022-02-03,7660.0,599000.0,3,Sale,Apartments,10,2022-01
30960,62071302,26,primary,2021-07-15,2022-02-10,11100.0,444666.0,2,Sale,Apartments,210,2021-07
30962,62658111,26,secondary,2022-01-13,2022-03-14,16495.0,329900.0,2,Sale,Apartments,60,2022-01
30963,62732164,26,secondary,2022-02-03,2022-03-05,41.0,2200.0,2,Rent,Apartments,30,2022-02
30964,62778861,1004,secondary,2022-02-16,2022-03-22,9612.0,620000.0,3,Sale,Apartments,34,2022-02
30967,62749541,26,secondary,2022-02-08,2022-03-28,11374.0,720000.0,3,Sale,Apartments,48,2022-02
30968,62849737,26,secondary,2022-03-07,2022-03-10,10938.0,350000.0,1,Sale,Apartments,3,2022-03
30969,62475685,26,primary,2021-11-09,2022-02-07,12922.0,659000.0,2,Sale,Apartments,90,2021-11
30972,61590838,26,secondary,2021-03-06,2021-03-07,52.0,2450.0,2,Rent,Apartments,1,2021-03
30973,61597132,26,secondary,2021-03-08,2021-03-23,12981.0,675000.0,2,Sale,Apartments,15,2021-03
30974,61608639,1004,primary,2021-03-11,2021-07-09,6300.0,290493.0,3,Sale,Apartments,120,2021-03
30976,61529635,26,secondary,2021-02-19,2021-03-04,12315.0,540000.0,2,Sale,Apartments,13,2021-02
30978,61494140,26,secondary,2021-02-10,2021-03-12,37.0,1600.0,2,Rent,Apartments,30,2021-02
30982,61515155,1004,primary,2021-02-16,2021-03-18,6400.0,359360.0,3,Sale,Apartments,30,2021-02
30986,61590852,26,secondary,2021-03-06,2021-03-07,9482.0,760000.0,4,Sale,Apartments,1,2021-03
30988,61557472,26,primary,2021-02-26,2021-03-10,8150.0,385332.0,2,Sale,Apartments,12,2021-02
30990,61469995,26,primary,2021-02-04,2021-03-06,12475.0,499000.0,2,Sale,Apartments,30,2021-02
30992,61483403,26,secondary,2021-02-08,2021-03-10,7813.0,650000.0,3,Sale,Apartments,30,2021-02
30997,61563688,26,secondary,2021-02-28,2021-03-30,11483.0,432000.0,2,Sale,Apartments,30,2021-02
31002,61504323,26,primary,2021-02-12,2021-03-14,11320.0,546089.0,2,Sale,Apartments,30,2021-02
31005,61541979,1004,secondary,2021-02-22,2021-03-24,6334.0,159999.0,1,Sale,Apartments,30,2021-02
31006,61495522,26,secondary,2021-02-10,2021-03-05,9220.0,480000.0,2,Sale,Apartments,23,2021-02
31007,61538111,26,secondary,2021-02-22,2021-03-18,12000.0,672000.0,2,Sale,Apartments,24,2021-02
31009,61498195,26,secondary,2021-02-11,2021-03-13,35.0,2300.0,3,Rent,Apartments,30,2021-02
31011,61490948,26,secondary,2021-02-09,2021-03-15,8579.0,519000.0,4,Sale,Apartments,34,2021-02
31015,61505061,26,primary,2021-02-12,2021-03-14,16250.0,325000.0,1,Sale,Apartments,30,2021-02
31017,61503643,26,secondary,2021-02-12,2021-03-04,40.0,2100.0,2,Rent,Apartments,20,2021-02
31022,61591088,26,secondary,2021-03-06,2021-03-07,8413.0,530000.0,3,Sale,Apartments,1,2021-03
31023,61590780,26,secondary,2021-03-06,2021-03-07,42.0,2500.0,3,Rent,Apartments,1,2021-03
31026,61509902,26,secondary,2021-02-15,2021-02-25,9688.0,514450.0,3,Sale,Apartments,10,2021-02
31027,61464294,26,secondary,2021-02-02,2021-03-17,59.0,1900.0,2,Rent,Apartments,43,2021-02
31032,61535584,26,secondary,2021-02-21,2021-03-23,55.0,2300.0,2,Rent,Apartments,30,2021-02
31033,61557598,26,secondary,2021-02-26,2021-03-23,11172.0,1245000.0,3,Sale,Apartments,25,2021-02
31037,61460991,26,secondary,2021-02-02,2021-02-28,60.0,1550.0,1,Rent,Apartments,26,2021-02
31038,61530909,26,primary,2021-02-19,2021-07-21,8724.0,447300.0,3,Sale,Apartments,152,2021-02
31039,61527918,26,primary,2021-02-18,2021-12-15,8648.0,539116.0,3,Sale,Apartments,300,2021-02
31042,61474984,26,primary,2021-02-05,2021-02-24,9167.0,476226.0,2,Sale,Apartments,19,2021-02
31043,61552675,26,secondary,2021-02-25,2021-03-27,34.0,1850.0,2,Rent,Apartments,30,2021-02
31045,61637959,26,secondary,2021-03-18,2021-03-30,73.0,2590.0,2,Rent,Apartments,12,2021-03
31048,61482301,26,secondary,2021-02-07,2021-03-09,12935.0,520000.0,2,Sale,Apartments,30,2021-02
31049,61546309,1004,secondary,2021-02-23,2021-03-01,6750.0,135000.0,1,Sale,Apartments,6,2021-02
31052,61509938,26,secondary,2021-02-15,2021-03-17,16000.0,880000.0,2,Sale,Apartments,30,2021-02
31058,61557782,26,primary,2021-02-26,2021-07-21,8672.0,447400.0,3,Sale,Apartments,145,2021-02
31059,61595774,26,secondary,2021-03-08,2021-03-30,14997.0,464900.0,1,Sale,Apartments,22,2021-03
31063,61479259,26,primary,2021-02-06,2021-03-18,9994.0,495000.0,2,Sale,Apartments,40,2021-02
31066,61464353,26,secondary,2021-02-02,2021-02-23,9333.0,420000.0,2,Sale,Apartments,21,2021-02
31067,61538154,26,secondary,2021-02-22,2021-03-05,63.0,2500.0,2,Rent,Apartments,11,2021-02
31068,61492189,26,primary,2021-02-10,2021-02-12,9564.0,564000.0,3,Sale,Apartments,2,2021-02
31069,61577677,1004,secondary,2021-03-03,2021-03-25,5573.0,248000.0,2,Sale,Apartments,22,2021-03
31070,61591333,26,secondary,2021-03-06,2021-03-07,6813.0,389000.0,3,Sale,Apartments,1,2021-03
31074,61477442,1004,primary,2021-02-05,2021-02-12,5155.0,340221.0,2,Sale,Apartments,7,2021-02
31076,61491351,26,secondary,2021-02-09,2021-02-17,36.0,4200.0,5,Rent,Apartments,8,2021-02
31077,61497392,26,secondary,2021-02-11,2021-02-14,7803.0,515000.0,3,Sale,Apartments,3,2021-02
31079,61522065,1004,primary,2021-02-17,2021-03-16,6732.0,345470.0,3,Sale,Apartments,27,2021-02
31081,61541459,26,primary,2021-02-22,2021-03-12,11950.0,436187.0,1,Sale,Apartments,18,2021-02
31084,61533051,26,primary,2021-02-19,2021-03-05,7697.0,458000.0,3,Sale,Apartments,14,2021-02
31097,62813772,26,secondary,2022-02-24,2022-03-14,90.0,9750.0,3,Rent,Apartments,18,2022-02
31099,62740692,1004,secondary,2022-02-06,2022-03-08,6098.0,275000.0,2,Sale,Apartments,30,2022-02
31101,62604086,26,secondary,2021-12-22,2022-03-31,9630.0,599000.0,6,Sale,Apartments,99,2021-12
31102,62740071,26,primary,2022-02-06,2022-03-08,8881.0,430365.0,2,Sale,Apartments,30,2022-02
31104,62307793,26,primary,2021-09-22,2022-02-19,10789.0,380200.0,1,Sale,Apartments,150,2021-09
31107,62718545,26,secondary,2022-01-31,2022-03-10,11884.0,820000.0,4,Sale,Apartments,38,2022-01
31108,62666226,26,secondary,2022-01-16,2022-02-15,10635.0,670000.0,3,Sale,Apartments,30,2022-01
31109,62804934,26,primary,2022-02-22,2022-02-25,12277.0,598400.0,2,Sale,Apartments,3,2022-02
31111,61629275,1004,secondary,2021-03-16,2022-02-13,6927.0,665000.0,3,Sale,Apartments,334,2021-03
31112,62542999,26,primary,2021-12-01,2022-02-22,12030.0,1014600.0,4,Sale,Apartments,83,2021-12
31117,62420528,1004,secondary,2021-10-23,2022-02-26,5212.0,435760.0,4,Sale,Apartments,126,2021-10
31120,62695596,26,secondary,2022-01-24,2022-02-23,61.0,2550.0,2,Rent,Apartments,30,2022-01
31121,62696581,26,secondary,2022-01-25,2022-02-14,59.0,2000.0,1,Rent,Apartments,20,2022-01
31122,62867944,26,secondary,2022-03-11,2022-03-14,57.0,3000.0,2,Rent,Apartments,3,2022-03
31123,62079581,26,secondary,2021-07-16,2022-03-15,10379.0,890500.0,4,Sale,Apartments,242,2021-07
31132,62699153,26,secondary,2022-01-25,2022-02-24,12692.0,587000.0,2,Sale,Apartments,30,2022-01
31134,62602452,26,secondary,2021-12-22,2022-03-08,10081.0,449000.0,3,Sale,Apartments,76,2021-12
31135,62673318,26,secondary,2022-01-18,2022-03-15,7913.0,455000.0,3,Sale,Apartments,56,2022-01
31136,62555313,26,secondary,2021-12-05,2022-02-03,12500.0,1100000.0,3,Sale,Apartments,60,2021-12
31137,62769861,26,secondary,2022-02-14,2022-02-23,64.0,2700.0,2,Rent,Apartments,9,2022-02
31139,62666305,26,secondary,2022-01-16,2022-02-15,13719.0,830000.0,3,Sale,Apartments,30,2022-01
31141,62646106,26,secondary,2022-01-10,2022-02-09,11277.0,1060000.0,4,Sale,Apartments,30,2022-01
31143,62739396,26,secondary,2022-02-06,2022-02-25,9982.0,559000.0,3,Sale,Apartments,19,2022-02
31155,62679151,26,secondary,2022-01-19,2022-03-04,12078.0,1389000.0,3,Sale,Apartments,44,2022-01
31157,62808956,26,secondary,2022-02-23,2022-03-23,61.0,3500.0,2,Rent,Apartments,28,2022-02
31162,61996773,1004,primary,2021-06-24,2022-03-21,8338.0,433591.0,3,Sale,Apartments,270,2021-06
31163,62667704,26,secondary,2022-01-17,2022-02-07,10603.0,615000.0,3,Sale,Apartments,21,2022-01
31164,62864664,26,secondary,2022-03-11,2022-03-29,9434.0,450000.0,3,Sale,Apartments,18,2022-03
31169,62781542,26,secondary,2022-02-17,2022-03-12,13965.0,785000.0,3,Sale,Apartments,23,2022-02
31170,62709534,26,secondary,2022-01-28,2022-02-10,51.0,2300.0,2,Rent,Apartments,13,2022-01
31172,62840652,26,secondary,2022-03-04,2022-03-10,14983.0,660000.0,2,Sale,Apartments,6,2022-03
31174,62472137,26,primary,2021-11-09,2022-02-28,11605.0,499000.0,2,Sale,Apartments,111,2021-11
31175,62924635,26,primary,2022-03-28,2022-03-30,12325.0,394400.0,2,Sale,Apartments,2,2022-03
31176,62578875,26,secondary,2021-12-13,2022-02-01,15800.0,787000.0,2,Sale,Apartments,50,2021-12
31178,62740252,1004,secondary,2022-02-06,2022-03-14,3827.0,199000.0,2,Sale,Apartments,36,2022-02
31179,62888438,1004,secondary,2022-03-17,2022-03-29,42.0,4400.0,4,Rent,Apartments,12,2022-03
31181,62794783,26,secondary,2022-02-20,2022-03-08,51.0,1800.0,2,Rent,Apartments,16,2022-02
31182,62820867,1004,primary,2022-02-27,2022-03-29,8675.0,390630.0,2,Sale,Apartments,30,2022-02
31183,62839558,1004,secondary,2022-03-03,2022-03-08,26.0,1000.0,2,Rent,Apartments,5,2022-03
31185,62751074,26,secondary,2022-02-09,2022-03-11,9594.0,425000.0,2,Sale,Apartments,30,2022-02
31186,62673244,1004,primary,2022-01-18,2022-02-03,7745.0,394998.0,3,Sale,Apartments,16,2022-01
31188,62780261,26,secondary,2022-02-16,2022-03-18,15889.0,1120000.0,3,Sale,Apartments,30,2022-02
31192,62904826,26,secondary,2022-03-22,2022-03-31,14583.0,350000.0,1,Sale,Apartments,9,2022-03
31193,62730848,26,secondary,2022-02-03,2022-03-05,10975.0,439000.0,2,Sale,Apartments,30,2022-02
31194,62722254,1004,secondary,2022-02-01,2022-02-08,471.0,16000.0,2,Sale,Apartments,7,2022-02
31195,62904485,26,secondary,2022-03-22,2022-03-30,13400.0,1055000.0,3,Sale,Apartments,8,2022-03
31200,62563294,26,secondary,2021-12-08,2022-02-07,11354.0,369000.0,1,Sale,Apartments,61,2021-12
31203,62767966,26,secondary,2022-02-14,2022-03-16,56.0,2200.0,2,Rent,Apartments,30,2022-02
31204,62843954,26,secondary,2022-03-04,2022-03-18,8087.0,575000.0,4,Sale,Apartments,14,2022-03
31205,61590751,26,secondary,2021-03-06,2021-03-07,45.0,2499.0,3,Rent,Apartments,1,2021-03
31207,61465753,26,secondary,2021-02-03,2021-02-14,69.0,1250.0,1,Rent,Apartments,11,2021-02
31208,61515406,26,secondary,2021-02-16,2021-03-18,14557.0,575000.0,2,Sale,Apartments,30,2021-02
31210,61590710,26,secondary,2021-03-06,2021-03-07,53.0,2000.0,2,Rent,Apartments,1,2021-03
31213,61631174,26,secondary,2021-03-16,2021-03-17,69.0,11000.0,4,Rent,Apartments,1,2021-03
31215,61639972,26,secondary,2021-03-18,2021-03-22,9712.0,539999.0,2,Sale,Apartments,4,2021-03
31217,61503672,26,primary,2021-02-12,2021-03-14,10350.0,376429.0,2,Sale,Apartments,30,2021-02
31221,61501784,26,secondary,2021-02-12,2021-03-10,14205.0,530000.0,2,Sale,Apartments,26,2021-02
31222,61536348,26,secondary,2021-02-21,2021-03-23,34.0,1950.0,2,Rent,Apartments,30,2021-02
31225,61591214,26,secondary,2021-03-06,2021-03-07,8300.0,249000.0,2,Sale,Apartments,1,2021-03
31226,61554177,26,secondary,2021-02-25,2021-03-29,55.0,2000.0,2,Rent,Apartments,32,2021-02
31227,61562542,26,secondary,2021-02-27,2021-03-05,9987.0,749000.0,3,Sale,Apartments,6,2021-02
31230,61494204,26,primary,2021-02-10,2021-07-08,15824.0,1860700.0,5,Sale,Apartments,148,2021-02
31232,61591469,26,secondary,2021-03-06,2021-03-07,30.0,1950.0,3,Rent,Apartments,1,2021-03
31233,61489292,26,secondary,2021-02-09,2021-03-11,36.0,1800.0,2,Rent,Apartments,30,2021-02
31237,61523175,26,secondary,2021-02-17,2021-03-01,13947.0,530000.0,2,Sale,Apartments,12,2021-02
31239,61464708,26,secondary,2021-02-02,2021-03-04,60.0,2800.0,2,Rent,Apartments,30,2021-02
31242,61489406,26,secondary,2021-02-09,2021-03-11,46.0,1800.0,2,Rent,Apartments,30,2021-02
31243,61569162,26,secondary,2021-03-01,2021-03-27,10500.0,485100.0,2,Sale,Apartments,26,2021-03
31246,61535374,26,secondary,2021-02-20,2021-03-22,53.0,1600.0,2,Rent,Apartments,30,2021-02
31247,61530418,26,secondary,2021-02-19,2021-03-10,22000.0,3718000.0,4,Sale,Apartments,19,2021-02
31254,61458367,26,secondary,2021-02-01,2021-02-19,73.0,4000.0,2,Rent,Apartments,18,2021-02
